checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,asnm,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
<0DM,18,Existing_credits_paid_till_now,furniture/equipment,2462,<100DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,22,424,none,own,1,skilled_employee/official,1,none,yes,1
None,21,Critical_acct_other_credits_existing,furniture/equipment,2288,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,23,385,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,48,All_credits_paid_duly,business,3566,100_to_500DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,30,168,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,6,Critical_acct_other_credits_existing,new_car,860,<100DM,>7yrs,1,female_divorced/separated/married,None,4,unknown/no_property,39,33,none,own,2,skilled_employee/official,1,yes,yes,0
None,12,Critical_acct_other_credits_existing,new_car,682,100_to_500DM,4_to_7yrs,4,female_divorced/separated/married,None,3,car_or_other_nonsavings,51,105,none,own,2,skilled_employee/official,1,yes,yes,0
<0DM,36,Critical_acct_other_credits_existing,furniture/equipment,5371,<100DM,1_to_4yrs,3,male_single,guarantor,2,building_society_savings_agreement/life_insurance,28,220,none,own,2,skilled_employee/official,1,none,yes,0
None,18,Critical_acct_other_credits_existing,radio/television,1582,>1000DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,46,40,none,own,2,skilled_employee/official,1,none,yes,0
None,6,Existing_credits_paid_till_now,radio/television,1346,100_to_500DM,>7yrs,2,male_single,None,4,unknown/no_property,42,24,bank,for_free,1,skilled_employee/official,2,yes,yes,0
None,10,Existing_credits_paid_till_now,radio/television,1924,<100DM,1_to_4yrs,1,male_single,None,4,building_society_savings_agreement/life_insurance,38,40,none,own,1,skilled_employee/official,1,yes,no,0
>200DM,36,Existing_credits_paid_till_now,radio/television,5848,<100DM,1_to_4yrs,4,male_single,None,1,car_or_other_nonsavings,24,348,none,own,1,skilled_employee/official,1,none,yes,0
0_to_200DM,24,Critical_acct_other_credits_existing,used_car,7758,>1000DM,>7yrs,2,female_divorced/separated/married,None,4,unknown/no_property,29,193,none,rent,1,skilled_employee/official,1,none,yes,0
0_to_200DM,24,Delay_in_past,business,6967,100_to_500DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,36,60,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
<0DM,12,Existing_credits_paid_till_now,furniture/equipment,1282,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,20,508,none,rent,1,skilled_employee/official,1,none,yes,1
<0DM,9,Critical_acct_other_credits_existing,repairs,1288,100_to_500DM,>7yrs,3,male_single,guarantor,4,real_estate,48,60,none,own,2,skilled_employee/official,2,none,no,0
<0DM,12,All_credits_paid_duly,retraining,339,<100DM,>7yrs,4,male_married/widowed,None,1,car_or_other_nonsavings,45,33,bank,own,1,unskilled_resident,1,none,yes,0
0_to_200DM,24,Existing_credits_paid_till_now,new_car,3512,100_to_500DM,4_to_7yrs,2,male_single,None,3,car_or_other_nonsavings,38,40,bank,own,2,skilled_employee/official,1,yes,yes,0
None,6,Critical_acct_other_credits_existing,radio/television,1898,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,2,real_estate,34,88,none,own,2,unskilled_resident,2,none,yes,0
None,24,Critical_acct_other_credits_existing,radio/television,2872,100_to_500DM,>7yrs,3,male_single,None,4,real_estate,36,60,none,own,1,skilled_employee/official,2,yes,yes,0
None,18,Critical_acct_other_credits_existing,new_car,1055,<100DM,<1yr,4,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,30,168,none,own,2,skilled_employee/official,1,none,yes,0
None,15,Existing_credits_paid_till_now,domestic_appliances,1262,500_to_1000DM,4_to_7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,36,60,none,own,2,skilled_employee/official,1,yes,yes,0
0_to_200DM,10,Existing_credits_paid_till_now,new_car,7308,<100DM,unemployed,2,male_single,None,4,unknown/no_property,70,808,bank,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
None,36,Existing_credits_paid_till_now,new_car,909,500_to_1000DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,36,60,none,own,1,skilled_employee/official,1,none,yes,0
None,6,Existing_credits_paid_till_now,furniture/equipment,2978,500_to_1000DM,1_to_4yrs,1,male_single,None,2,car_or_other_nonsavings,32,124,none,own,1,skilled_employee/official,1,yes,yes,0
<0DM,18,Existing_credits_paid_till_now,furniture/equipment,1131,<100DM,unemployed,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,33,105,none,own,1,skilled_employee/official,1,none,yes,1
0_to_200DM,11,Existing_credits_paid_till_now,furniture/equipment,1577,>1000DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,20,508,none,own,1,skilled_employee/official,1,none,yes,0
None,24,Existing_credits_paid_till_now,furniture/equipment,3972,<100DM,4_to_7yrs,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,25,313,none,rent,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,24,Critical_acct_other_credits_existing,business,1935,<100DM,>7yrs,4,male_divorced/separated,None,4,real_estate,31,145,none,own,2,skilled_employee/official,1,yes,yes,1
<0DM,15,No_credits_taken_or_all_paid,new_car,950,<100DM,>7yrs,4,male_single,None,3,car_or_other_nonsavings,33,105,none,rent,2,skilled_employee/official,2,none,yes,1
None,12,Existing_credits_paid_till_now,furniture/equipment,763,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,1,real_estate,26,280,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,24,Delay_in_past,furniture/equipment,2064,<100DM,unemployed,3,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,34,88,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
0_to_200DM,8,Existing_credits_paid_till_now,radio/television,1414,<100DM,1_to_4yrs,4,male_single,guarantor,2,real_estate,33,105,none,own,1,skilled_employee/official,1,none,no,0
<0DM,21,Delay_in_past,education,3414,<100DM,<1yr,2,male_single,None,1,building_society_savings_agreement/life_insurance,26,280,none,own,2,skilled_employee/official,1,none,yes,1
None,30,All_credits_paid_duly,used_car,7485,Unknown_or_no_savings_acct,unemployed,4,female_divorced/separated/married,None,1,real_estate,53,145,bank,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
<0DM,12,Existing_credits_paid_till_now,furniture/equipment,2577,<100DM,1_to_4yrs,2,male_divorced/separated,None,1,car_or_other_nonsavings,42,24,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,6,Critical_acct_other_credits_existing,radio/television,338,500_to_1000DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,52,124,none,own,2,skilled_employee/official,1,none,yes,0
None,12,Existing_credits_paid_till_now,radio/television,1963,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,31,145,none,rent,2,management_self-employed_highly_qualified/officer,2,yes,yes,0
<0DM,21,Critical_acct_other_credits_existing,new_car,571,<100DM,>7yrs,4,male_single,None,4,real_estate,NA,NA,none,own,2,skilled_employee/official,1,none,yes,0
None,36,Delay_in_past,business,9572,<100DM,<1yr,1,male_divorced/separated,None,1,car_or_other_nonsavings,28,220,none,own,2,skilled_employee/official,1,none,yes,1
0_to_200DM,36,Delay_in_past,business,4455,<100DM,1_to_4yrs,2,male_divorced/separated,None,2,real_estate,30,168,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
<0DM,21,All_credits_paid_duly,new_car,1647,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,40,28,none,own,2,unskilled_resident,2,none,yes,1
None,24,Critical_acct_other_credits_existing,furniture/equipment,3777,>1000DM,1_to_4yrs,4,male_single,None,4,real_estate,50,88,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,18,Critical_acct_other_credits_existing,new_car,884,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,36,60,bank,own,1,skilled_employee/official,2,yes,yes,1
None,15,Critical_acct_other_credits_existing,radio/television,1360,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,31,145,none,own,2,skilled_employee/official,1,none,yes,0
0_to_200DM,9,All_credits_paid_duly,used_car,5129,<100DM,>7yrs,2,female_divorced/separated/married,None,4,unknown/no_property,74,1048,bank,for_free,1,management_self-employed_highly_qualified/officer,2,yes,yes,1
0_to_200DM,16,Critical_acct_other_credits_existing,new_car,1175,<100DM,unemployed,2,male_single,None,3,car_or_other_nonsavings,68,700,none,for_free,3,unemployed/unskilled_nonresident,1,yes,yes,0
<0DM,12,Existing_credits_paid_till_now,radio/television,674,100_to_500DM,4_to_7yrs,4,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,NA,NA,none,own,1,skilled_employee/official,1,none,yes,1
0_to_200DM,18,No_credits_taken_or_all_paid,furniture/equipment,3244,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,33,105,bank,own,2,skilled_employee/official,1,yes,yes,0
None,24,Existing_credits_paid_till_now,business,4591,>1000DM,1_to_4yrs,2,male_single,None,3,building_society_savings_agreement/life_insurance,54,168,none,own,3,management_self-employed_highly_qualified/officer,1,yes,yes,1
0_to_200DM,48,No_credits_taken_or_all_paid,business,3844,100_to_500DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,34,88,none,for_free,1,unskilled_resident,2,none,yes,1
0_to_200DM,27,Existing_credits_paid_till_now,business,3915,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,36,60,none,own,1,skilled_employee/official,2,yes,yes,1
None,6,Existing_credits_paid_till_now,radio/television,2108,<100DM,4_to_7yrs,2,male_married/widowed,None,2,real_estate,29,193,none,rent,1,skilled_employee/official,1,none,yes,0
0_to_200DM,45,Existing_credits_paid_till_now,radio/television,3031,100_to_500DM,1_to_4yrs,4,male_single,guarantor,4,building_society_savings_agreement/life_insurance,21,465,none,rent,1,skilled_employee/official,1,none,yes,1
0_to_200DM,9,Critical_acct_other_credits_existing,education,1501,<100DM,>7yrs,2,female_divorced/separated/married,None,3,car_or_other_nonsavings,34,88,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,6,Critical_acct_other_credits_existing,radio/television,1382,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,1,car_or_other_nonsavings,28,220,none,own,2,skilled_employee/official,1,yes,yes,0
0_to_200DM,12,Existing_credits_paid_till_now,furniture/equipment,951,100_to_500DM,<1yr,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,27,249,bank,rent,4,skilled_employee/official,1,none,yes,1
0_to_200DM,24,Existing_credits_paid_till_now,used_car,2760,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,unknown/no_property,36,60,bank,for_free,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,18,Delay_in_past,furniture/equipment,4297,<100DM,>7yrs,4,male_divorced/separated,None,3,unknown/no_property,40,28,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,9,Critical_acct_other_credits_existing,education,936,500_to_1000DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,52,124,none,own,2,skilled_employee/official,1,yes,yes,0
<0DM,12,Existing_credits_paid_till_now,new_car,1168,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,27,249,none,own,1,unskilled_resident,1,none,yes,0
None,27,Delay_in_past,business,5117,<100DM,4_to_7yrs,3,male_single,None,4,car_or_other_nonsavings,26,280,none,own,2,skilled_employee/official,1,none,yes,0
<0DM,12,Existing_credits_paid_till_now,retraining,902,<100DM,4_to_7yrs,4,male_married/widowed,None,4,building_society_savings_agreement/life_insurance,21,465,none,rent,1,skilled_employee/official,1,none,yes,1
None,12,Critical_acct_other_credits_existing,new_car,1495,<100DM,>7yrs,4,male_single,None,1,real_estate,38,40,none,own,2,unskilled_resident,2,none,yes,0
<0DM,30,Critical_acct_other_credits_existing,used_car,10623,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,38,40,none,for_free,3,management_self-employed_highly_qualified/officer,2,yes,yes,0
None,12,Critical_acct_other_credits_existing,furniture/equipment,1935,<100DM,>7yrs,4,male_single,None,4,real_estate,43,25,none,own,3,skilled_employee/official,1,yes,yes,0
0_to_200DM,12,Critical_acct_other_credits_existing,domestic_appliances,1424,<100DM,4_to_7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,26,280,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,24,Existing_credits_paid_till_now,business,6568,<100DM,1_to_4yrs,2,male_married/widowed,None,2,car_or_other_nonsavings,21,465,stores,own,1,unskilled_resident,1,none,yes,0
None,12,Existing_credits_paid_till_now,used_car,1413,>1000DM,4_to_7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,55,193,none,own,1,skilled_employee/official,1,none,no,0
None,9,Critical_acct_other_credits_existing,radio/television,3074,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,2,real_estate,33,105,none,own,2,skilled_employee/official,2,none,yes,0
None,36,Existing_credits_paid_till_now,radio/television,3835,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,real_estate,45,33,none,own,1,unskilled_resident,1,yes,yes,0
<0DM,27,No_credits_taken_or_all_paid,business,5293,<100DM,unemployed,2,male_single,None,4,building_society_savings_agreement/life_insurance,50,88,stores,own,2,skilled_employee/official,1,yes,yes,1
>200DM,30,Delay_in_past,business,1908,<100DM,>7yrs,4,male_single,None,4,real_estate,66,600,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,36,Critical_acct_other_credits_existing,radio/television,3342,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,2,car_or_other_nonsavings,51,105,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,6,Critical_acct_other_credits_existing,retraining,932,Unknown_or_no_savings_acct,4_to_7yrs,1,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,39,33,none,own,2,unskilled_resident,1,none,yes,0
<0DM,18,No_credits_taken_or_all_paid,business,3104,<100DM,4_to_7yrs,3,male_single,None,1,building_society_savings_agreement/life_insurance,31,145,bank,own,1,skilled_employee/official,1,yes,yes,0
>200DM,36,Existing_credits_paid_till_now,radio/television,3913,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,23,385,none,own,1,skilled_employee/official,1,yes,yes,0
<0DM,24,Existing_credits_paid_till_now,furniture/equipment,3021,<100DM,1_to_4yrs,2,male_divorced/separated,None,2,real_estate,24,348,none,rent,1,unskilled_resident,1,none,yes,0
None,10,Existing_credits_paid_till_now,new_car,1364,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,64,508,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,12,Existing_credits_paid_till_now,radio/television,625,<100DM,<1yr,4,male_married/widowed,guarantor,1,real_estate,26,280,bank,own,1,unskilled_resident,1,none,yes,0
<0DM,12,Existing_credits_paid_till_now,education,1200,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,23,385,bank,rent,1,skilled_employee/official,1,yes,yes,0
None,12,Existing_credits_paid_till_now,radio/television,707,<100DM,1_to_4yrs,4,male_single,None,2,real_estate,30,168,bank,own,2,skilled_employee/official,1,none,yes,0
None,24,Delay_in_past,business,2978,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,real_estate,32,124,none,own,2,skilled_employee/official,2,yes,yes,0
None,15,Existing_credits_paid_till_now,used_car,4657,<100DM,1_to_4yrs,3,male_single,None,2,car_or_other_nonsavings,30,168,none,own,1,skilled_employee/official,1,yes,yes,0
None,36,No_credits_taken_or_all_paid,repairs,2613,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,27,249,none,own,2,skilled_employee/official,1,none,yes,0
0_to_200DM,48,Existing_credits_paid_till_now,radio/television,10961,>1000DM,4_to_7yrs,1,male_single,co-applicant,2,unknown/no_property,27,249,bank,own,2,skilled_employee/official,1,yes,yes,1
<0DM,12,Existing_credits_paid_till_now,furniture/equipment,7865,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,53,145,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,9,Existing_credits_paid_till_now,radio/television,1478,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,22,424,none,own,1,skilled_employee/official,1,none,yes,1
<0DM,24,Existing_credits_paid_till_now,furniture/equipment,3149,<100DM,<1yr,4,male_single,None,1,unknown/no_property,22,424,bank,for_free,1,skilled_employee/official,1,none,yes,0
>200DM,36,Existing_credits_paid_till_now,radio/television,4210,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,26,280,none,own,1,skilled_employee/official,1,none,yes,1
None,9,Existing_credits_paid_till_now,new_car,2507,500_to_1000DM,>7yrs,2,male_single,None,4,unknown/no_property,51,105,none,for_free,1,unskilled_resident,1,none,yes,0
None,12,Existing_credits_paid_till_now,radio/television,2141,100_to_500DM,4_to_7yrs,3,male_single,None,1,unknown/no_property,35,73,none,own,1,skilled_employee/official,1,none,yes,0
